address,in_degree,out_degree,max_timestamp,min_timestamp,value_out,value_in,balance,count,label,motif1,motif1_00,motif1_01,motif1_10,motif1_11,motif2,motif3,motif4,motif1_ratio,motif2_ratio,motif3_ratio,motif4_ratio,motif1_00_ratio,motif1_01_ratio,motif1_10_ratio,motif1_11_ratio
0x002bf459dc58584d58886169ea0e80f3ca95ffaf,4,4,1527595105,1527017753,1.53269261,1.53378461,-0.001092000000000093,4,0,10,0,0,5,5,0,10,0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5
0x002f0c8119c16d310342d869ca8bf6ace34d9c39,5,5,1529893144,1529873859,1.317896,1.31882,-0.0009240000000001469,5,0,14,14,0,0,0,26,0,0,0.35,0.65,0.0,0.0,1.0,0.0,0.0,0.0
0x0059b14e35dab1b4eee1e2926c7a5660da66f747,93,93,1521405323,1517019863,38.133767060568154,37.55604605856816,0.577721001999997,101,0,20,13,7,0,0,646,2,0,0.029940119760479042,0.9670658682634731,0.0029940119760479044,0.0,0.65,0.35,0.0,0.0
0x0061fb5485dff4bb85c078dca80d19119224d97e,12,12,1527854930,1526900270,1.0,5.04586921,-4.04586921,12,0,32,23,5,0,4,256,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.71875,0.15625,0.0,0.125
0x00650a784ee109797ba8c05f3496bdbf2b2b7a1c,4,4,1546665655,1539570132,0.6793,0.68,-0.0007000000000000339,3,0,10,0,0,10,0,0,10,0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0
0x0084515449b037205a33d6d3940a5684126aa4b5,9,9,1535283914,1534759228,2.7492526798800005,2.75097467988,-0.0017219999999995572,9,0,33,24,4,5,0,94,4,0,0.25190839694656486,0.7175572519083969,0.030534351145038167,0.0,0.7272727272727273,0.12121212121212122,0.15151515151515152,0.0
0x00c33c49f9a2a920e3f3787204cbda9012d1912e,25,25,1569174926,1550697055,6.745249334391441,2.518045945730303,4.227203388661138,77,0,90,32,9,33,16,226,22,0,0.26627218934911245,0.6686390532544378,0.0650887573964497,0.0,0.35555555555555557,0.1,0.36666666666666664,0.17777777777777778
0x00eb6f5199cd0b671da371969b1a0f948e982fea,17,17,1528064899,1525966812,29.53526877,32.04440776999999,-2.509138999999994,23,0,16,15,1,0,0,246,0,0,0.061068702290076333,0.9389312977099237,0.0,0.0,0.9375,0.0625,0.0,0.0
0x0128282ce73c72decabaeace9358344adff449fe,24,24,1554541483,1515536461,81.48768996168067,78.92878264,2.558907321680678,93,0,93,33,17,19,24,46,138,0,0.33574007220216606,0.16606498194945848,0.4981949458483754,0.0,0.3548387096774194,0.1827956989247312,0.20430107526881722,0.25806451612903225
0x015c0e438b3a01511b98d928bd031d3dc50abb9e,7,7,1532949139,1530604898,5.67,5.678705616944349,-0.008705616944348904,20,0,39,14,0,16,9,26,26,0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.358974358974359,0.0,0.41025641025641024,0.23076923076923078
0x015fca1d09287823e634ae51237ee1eeff03d9d5,5,5,1536278780,1535319267,0.775651,0.7761939999999999,-0.0005429999999999602,4,0,15,10,5,0,0,30,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
0x0167409e6106ec3e3f05a09fcf04606918d21ad5,7,7,1537368630,1537103608,0.0547136305,0.07334900000000001,-0.018635369500000012,9,0,32,10,0,22,0,8,48,0,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.0,0.3125,0.0,0.6875,0.0
0x0177eb92b752fa0715ee0dce1d860eaf739b5cf4,14,14,1561650115,1544737662,9.619,9.472410176768959,0.1465898232310412,16,0,87,37,4,42,4,86,56,0,0.3799126637554585,0.37554585152838427,0.2445414847161572,0.0,0.42528735632183906,0.04597701149425287,0.4827586206896552,0.04597701149425287
0x017f86b90a46d8fd999eaefda1339355b98da12f,3,3,1536321292,1534758860,0.499139,0.5,-0.0008610000000000007,2,0,5,0,0,5,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0x018f2f4b3c9e38607aa7ab4dea23e9d663e3e050,4,4,1524885411,1524863209,3.499139,3.5,-0.0008610000000000007,3,0,10,10,0,0,0,10,0,0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0x020b1573f2ca670190d33ca2f0a57b0c0399ad37,26,26,1519186698,1518053679,55.26409975000001,55.26796374999999,-0.0038639999999858787,44,0,6,6,0,0,0,358,0,0,0.016483516483516484,0.9835164835164835,0.0,0.0,1.0,0.0,0.0,0.0
0x024c344da7208e60356378a252dab771c34be111,23,23,1527431237,1526466217,17.12107329,17.12212329,-0.001050000000002882,22,0,43,43,0,0,0,336,0,0,0.11345646437994723,0.8865435356200527,0.0,0.0,1.0,0.0,0.0,0.0
0x026e78f168df546aabb2733b37920c55b335be80,38,38,1536413457,1535939057,62.945079,62.96748040000001,-0.022401400000006788,70,0,35,12,0,21,2,662,0,0,0.05021520803443329,0.9497847919655668,0.0,0.0,0.34285714285714286,0.0,0.6,0.05714285714285714
0x0275a8960fcb1235b095cb9f40edcae031eae5fd,3,3,1537368870,1537368630,0.0443256305,0.0444936305,-0.00016800000000000148,2,0,5,0,0,5,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0x0297a3211d69a1a268591e1ff6f570699ccc50ca,15,15,1528235475,1526602987,14.121555999999998,14.125000000000002,-0.0034440000000035553,16,0,32,28,2,2,0,180,0,0,0.1509433962264151,0.8490566037735849,0.0,0.0,0.875,0.0625,0.0625,0.0
